"STPSxx-SPCT Inductif_31031_20200406_154423.csv"
"Claire Julien"
"sn :";31031
"Cadence d'enregistrement :";"3600 s"

Date;"Température (-5 +35°C) (°C)";"Profondeur 30m (m)";"Salinité (g/l)"
"03/03/2020 17:00:00";8,22;0,93;27,33
"03/03/2020 18:00:00";8,03;0,93;27,25
"03/03/2020 19:00:00";7,92;0,94;27,24
"03/03/2020 20:00:00";7,77;0,93;27,24
"03/03/2020 21:00:00";7,65;0,94;27,25
"03/03/2020 22:00:00";7,55;0,94;27,24
"03/03/2020 23:00:00";7,45;0,95;27,25
"04/03/2020 00:00:00";7,36;0,95;27,25
"04/03/2020 01:00:00";7,20;0,94;27,25
"04/03/2020 02:00:00";7,16;0,95;27,22
"04/03/2020 03:00:00";7,09;0,94;27,19
"04/03/2020 04:00:00";7,05;0,92;27,18
"04/03/2020 05:00:00";7,04;0,92;27,19
"04/03/2020 06:00:00";6,95;0,93;27,19
"04/03/2020 07:00:00";6,85;0,92;27,19
"04/03/2020 08:00:00";6,81;0,91;27,18
"04/03/2020 09:00:00";6,82;0,89;27,17
"04/03/2020 10:00:00";6,93;0,91;27,17
"04/03/2020 11:00:00";7,20;0,90;27,18
"04/03/2020 12:00:00";7,35;0,90;27,13
"04/03/2020 13:00:00";7,52;0,89;27,11
"04/03/2020 14:00:00";7,69;0,89;27,10
"04/03/2020 15:00:00";7,89;0,90;27,10
"04/03/2020 16:00:00";8,16;0,90;27,09
"04/03/2020 17:00:00";8,41;0,90;27,09
"04/03/2020 18:00:00";8,54;0,90;27,09
"04/03/2020 19:00:00";8,55;0,90;27,09
"04/03/2020 20:00:00";8,55;0,88;27,09
"04/03/2020 21:00:00";8,54;0,89;27,09
"04/03/2020 22:00:00";8,53;0,88;27,08
"04/03/2020 23:00:00";8,52;0,87;27,08
"05/03/2020 00:00:00";8,51;0,87;27,09
"05/03/2020 01:00:00";8,49;0,86;27,08
"05/03/2020 02:00:00";8,49;0,85;27,07
"05/03/2020 03:00:00";8,49;0,82;27,04
"05/03/2020 04:00:00";8,50;0,81;27,02
"05/03/2020 05:00:00";8,49;0,78;27,01
"05/03/2020 06:00:00";8,48;0,77;27,00
"05/03/2020 07:00:00";8,48;0,75;27,00
"05/03/2020 08:00:00";8,49;0,74;27,00
"05/03/2020 09:00:00";8,55;0,72;26,96
"05/03/2020 10:00:00";8,81;0,75;26,23
"05/03/2020 11:00:00";8,98;0,75;26,17
"05/03/2020 12:00:00";9,42;0,74;26,17
"05/03/2020 13:00:00";9,48;0,72;26,21
"05/03/2020 14:00:00";9,64;0,74;26,35
"05/03/2020 15:00:00";9,49;0,76;26,13
"05/03/2020 16:00:00";9,53;0,79;25,97
"05/03/2020 17:00:00";9,33;0,81;25,95
"05/03/2020 18:00:00";9,12;0,85;25,93
"05/03/2020 19:00:00";8,89;0,85;25,94
"05/03/2020 20:00:00";8,68;0,86;25,96
"05/03/2020 21:00:00";8,49;0,86;25,96
"05/03/2020 22:00:00";8,31;0,86;25,96
"05/03/2020 23:00:00";8,17;0,86;25,96
"06/03/2020 00:00:00";8,04;0,86;25,96
"06/03/2020 01:00:00";7,87;0,86;25,97
"06/03/2020 02:00:00";7,70;0,86;25,95
"06/03/2020 03:00:00";7,55;0,85;25,96
"06/03/2020 04:00:00";7,40;0,85;25,97
"06/03/2020 05:00:00";7,30;0,83;25,97
"06/03/2020 06:00:00";7,24;0,85;25,98
"06/03/2020 07:00:00";7,24;0,86;25,97
"06/03/2020 08:00:00";7,22;0,86;25,97
"06/03/2020 09:00:00";7,17;0,87;25,98
"06/03/2020 10:00:00";7,25;0,89;25,96
"06/03/2020 11:00:00";7,36;0,90;25,98
"06/03/2020 12:00:00";7,46;0,91;25,96
"06/03/2020 13:00:00";7,63;0,92;25,96
"06/03/2020 14:00:00";8,01;0,94;25,93
"06/03/2020 15:00:00";8,53;0,97;25,93
"06/03/2020 16:00:00";8,86;0,98;25,92
"06/03/2020 17:00:00";8,89;0,98;25,94
"06/03/2020 18:00:00";8,95;0,98;25,91
"06/03/2020 19:00:00";8,89;0,99;25,89
"06/03/2020 20:00:00";8,74;1,00;25,89
"06/03/2020 21:00:00";8,65;1,01;25,85
"06/03/2020 22:00:00";8,48;1,01;25,84
"06/03/2020 23:00:00";8,30;1,01;25,82
"07/03/2020 00:00:00";8,15;1,03;25,84
"07/03/2020 01:00:00";8,00;1,02;25,83
"07/03/2020 02:00:00";7,85;1,02;25,84
"07/03/2020 03:00:00";7,73;1,02;25,85
"07/03/2020 04:00:00";7,60;1,03;25,84
"07/03/2020 05:00:00";7,48;1,02;25,85
"07/03/2020 06:00:00";7,39;1,03;25,84
"07/03/2020 07:00:00";7,34;1,03;25,85
"07/03/2020 08:00:00";7,33;1,03;25,85
"07/03/2020 09:00:00";7,37;1,05;25,85
"07/03/2020 10:00:00";7,45;1,04;25,86
"07/03/2020 11:00:00";7,55;1,05;25,86
"07/03/2020 12:00:00";7,66;1,06;25,86
"07/03/2020 13:00:00";7,84;1,06;25,85
"07/03/2020 14:00:00";8,31;1,06;25,87
"07/03/2020 15:00:00";8,80;1,05;25,87
"07/03/2020 16:00:00";9,12;1,09;25,86
"07/03/2020 17:00:00";9,26;1,06;25,87
"07/03/2020 18:00:00";9,34;1,06;25,86
"07/03/2020 19:00:00";9,30;1,06;25,86
"07/03/2020 20:00:00";9,27;1,06;25,86
"07/03/2020 21:00:00";9,13;1,06;25,86
"07/03/2020 22:00:00";8,99;1,05;25,86
"07/03/2020 23:00:00";8,88;1,04;25,86
"08/03/2020 00:00:00";8,77;1,02;25,86
"08/03/2020 01:00:00";8,58;1,02;25,87
"08/03/2020 02:00:00";8,44;1,00;25,87
"08/03/2020 03:00:00";8,41;1,00;25,86
"08/03/2020 04:00:00";8,40;0,99;25,87
"08/03/2020 05:00:00";8,42;0,98;25,86
"08/03/2020 06:00:00";8,43;0,98;25,86
"08/03/2020 07:00:00";8,47;0,98;25,82
"08/03/2020 08:00:00";8,51;0,98;25,82
"08/03/2020 09:00:00";8,60;0,99;25,82
"08/03/2020 10:00:00";8,75;0,98;25,82
"08/03/2020 11:00:00";8,95;0,98;25,81
"08/03/2020 12:00:00";9,15;1,00;25,71
"08/03/2020 13:00:00";9,44;1,00;25,71
"08/03/2020 14:00:00";9,58;0,99;25,71
"08/03/2020 15:00:00";10,10;1,00;25,74
"08/03/2020 16:00:00";10,48;1,02;25,73
"08/03/2020 17:00:00";10,63;1,00;25,73
"08/03/2020 18:00:00";10,58;1,00;25,74
"08/03/2020 19:00:00";10,40;1,00;25,74
"08/03/2020 20:00:00";10,17;1,01;25,74
"08/03/2020 21:00:00";9,94;1,01;25,75
"08/03/2020 22:00:00";9,74;1,01;25,75
"08/03/2020 23:00:00";9,54;1,00;25,76
"09/03/2020 00:00:00";9,37;1,00;25,76
"09/03/2020 01:00:00";9,20;1,00;25,76
"09/03/2020 02:00:00";9,05;1,00;25,76
"09/03/2020 03:00:00";8,92;1,00;25,76
"09/03/2020 04:00:00";8,75;1,00;25,76
"09/03/2020 05:00:00";8,55;1,00;25,77
"09/03/2020 06:00:00";8,41;1,00;25,77
"09/03/2020 07:00:00";8,29;1,00;25,78
"09/03/2020 08:00:00";8,18;1,01;25,78
"09/03/2020 09:00:00";8,14;1,02;25,79
"09/03/2020 10:00:00";8,25;1,03;25,78
"09/03/2020 11:00:00";8,53;1,04;25,81
"09/03/2020 12:00:00";8,96;1,06;25,81
"09/03/2020 13:00:00";9,48;1,08;25,83
"09/03/2020 14:00:00";9,62;1,08;25,81
"09/03/2020 15:00:00";10,00;1,06;25,81
"09/03/2020 16:00:00";10,03;1,08;25,80
"09/03/2020 17:00:00";9,93;1,08;25,74
"09/03/2020 18:00:00";9,83;1,05;25,71
"09/03/2020 19:00:00";9,76;1,04;25,66
"09/03/2020 20:00:00";9,65;1,04;25,63
"09/03/2020 21:00:00";9,57;1,02;25,63
"09/03/2020 22:00:00";9,51;1,02;25,58
"09/03/2020 23:00:00";9,47;1,02;25,47
"10/03/2020 00:00:00";9,44;1,02;25,44
"10/03/2020 01:00:00";9,45;1,01;25,42
"10/03/2020 02:00:00";9,47;1,00;25,42
"10/03/2020 03:00:00";9,49;1,01;25,42
"10/03/2020 04:00:00";9,52;1,00;25,39
"10/03/2020 05:00:00";9,54;1,00;25,37
"10/03/2020 06:00:00";9,56;1,00;25,37
"10/03/2020 07:00:00";9,58;1,01;25,36
"10/03/2020 08:00:00";9,60;0,99;25,33
"10/03/2020 09:00:00";9,65;1,02;25,31
"10/03/2020 10:00:00";9,76;1,02;25,31
"10/03/2020 11:00:00";9,95;1,02;25,31
"10/03/2020 12:00:00";10,24;1,02;25,31
"10/03/2020 13:00:00";10,67;1,03;25,32
"10/03/2020 14:00:00";11,20;1,03;25,30
"10/03/2020 15:00:00";11,52;1,03;25,30
"10/03/2020 16:00:00";11,79;1,04;25,31
"10/03/2020 17:00:00";11,89;1,06;25,32
"10/03/2020 18:00:00";11,93;1,05;25,30
"10/03/2020 19:00:00";11,86;1,04;25,31
"10/03/2020 20:00:00";11,79;1,05;25,30
"10/03/2020 21:00:00";11,73;1,05;25,31
"10/03/2020 22:00:00";11,66;1,06;25,29
"10/03/2020 23:00:00";11,60;1,08;25,30
"11/03/2020 00:00:00";11,54;1,05;25,32
"11/03/2020 01:00:00";11,48;1,05;25,31
"11/03/2020 02:00:00";11,41;1,05;25,31
"11/03/2020 03:00:00";11,31;1,05;25,31
"11/03/2020 04:00:00";11,27;1,04;25,31
"11/03/2020 05:00:00";11,22;1,04;25,30
"11/03/2020 06:00:00";11,17;1,04;25,32
"11/03/2020 07:00:00";11,11;1,05;25,31
"11/03/2020 08:00:00";11,06;1,04;25,32
"11/03/2020 09:00:00";11,06;1,06;25,31
"11/03/2020 10:00:00";11,10;1,05;25,30
"11/03/2020 11:00:00";11,23;1,05;25,30
"11/03/2020 12:00:00";11,42;1,05;25,30
"11/03/2020 13:00:00";11,73;1,06;25,30
"11/03/2020 14:00:00";11,87;1,05;25,29
"11/03/2020 15:00:00";12,06;1,05;25,29
"11/03/2020 16:00:00";12,27;1,05;25,28
"11/03/2020 17:00:00";12,36;1,04;25,27
"11/03/2020 18:00:00";12,37;1,04;25,27
"11/03/2020 19:00:00";12,29;1,04;25,26
"11/03/2020 20:00:00";12,19;1,03;25,27
"11/03/2020 21:00:00";12,08;1,03;25,26
"11/03/2020 22:00:00";11,98;1,03;25,26
"11/03/2020 23:00:00";11,86;1,03;25,26
"12/03/2020 00:00:00";11,70;1,04;25,07
"12/03/2020 01:00:00";11,51;1,03;25,06
"12/03/2020 02:00:00";11,31;1,03;25,06
"12/03/2020 03:00:00";11,18;1,03;25,07
"12/03/2020 04:00:00";11,04;1,04;25,07
"12/03/2020 05:00:00";10,88;1,04;25,07
"12/03/2020 06:00:00";10,76;1,04;25,07
"12/03/2020 07:00:00";10,58;1,03;25,07
"12/03/2020 08:00:00";10,37;1,04;25,08
"12/03/2020 09:00:00";10,20;1,05;25,08
"12/03/2020 10:00:00";10,20;1,05;25,08
"12/03/2020 11:00:00";10,27;1,06;25,09
"12/03/2020 12:00:00";10,55;1,08;25,03
"12/03/2020 13:00:00";11,07;1,10;25,04
"12/03/2020 14:00:00";11,48;1,10;25,03
"12/03/2020 15:00:00";11,77;1,09;25,04
"12/03/2020 16:00:00";11,79;1,09;25,02
"12/03/2020 17:00:00";11,67;1,09;25,01
"12/03/2020 18:00:00";11,49;1,08;25,00
"12/03/2020 19:00:00";11,17;1,08;25,02
"12/03/2020 20:00:00";10,83;1,09;25,03
"12/03/2020 21:00:00";10,50;1,10;25,03
"12/03/2020 22:00:00";10,19;1,08;25,02
"12/03/2020 23:00:00";9,94;1,09;25,03
"13/03/2020 00:00:00";9,73;1,08;25,04
"13/03/2020 01:00:00";9,47;1,08;25,02
"13/03/2020 02:00:00";9,30;1,08;25,01
"13/03/2020 03:00:00";9,14;1,09;25,00
"13/03/2020 04:00:00";8,97;1,09;24,97
"13/03/2020 05:00:00";8,84;1,08;24,98
"13/03/2020 06:00:00";8,78;1,08;24,98
"13/03/2020 07:00:00";8,65;1,09;24,98
"13/03/2020 08:00:00";8,46;1,09;24,95
"13/03/2020 09:00:00";8,48;1,09;24,94
"13/03/2020 10:00:00";8,62;1,11;24,95
"13/03/2020 11:00:00";8,99;1,11;24,93
"13/03/2020 12:00:00";9,45;1,12;24,80
"13/03/2020 13:00:00";10,03;1,13;24,83
"13/03/2020 14:00:00";10,37;1,13;24,79
"13/03/2020 15:00:00";10,92;1,14;24,81
"13/03/2020 16:00:00";11,13;1,13;24,79
"13/03/2020 17:00:00";11,13;1,13;24,78
"13/03/2020 18:00:00";11,11;1,12;24,76
"13/03/2020 19:00:00";11,05;1,11;24,76
"13/03/2020 20:00:00";10,95;1,11;24,76
"13/03/2020 21:00:00";10,91;1,10;24,75
"13/03/2020 22:00:00";10,76;1,10;24,76
"13/03/2020 23:00:00";10,59;1,09;24,74
"14/03/2020 00:00:00";10,54;1,09;24,71
"14/03/2020 01:00:00";10,34;1,06;24,70
"14/03/2020 02:00:00";10,15;1,06;24,68
"14/03/2020 03:00:00";10,09;1,04;24,62
"14/03/2020 04:00:00";9,91;1,04;24,53
"14/03/2020 05:00:00";9,83;1,03;24,53
"14/03/2020 06:00:00";9,77;1,03;24,53
"14/03/2020 07:00:00";9,64;1,04;24,53
"14/03/2020 08:00:00";9,65;1,04;24,53
"14/03/2020 09:00:00";9,67;1,05;24,53
"14/03/2020 10:00:00";9,76;1,06;24,52
"14/03/2020 11:00:00";9,92;1,06;24,52
"14/03/2020 12:00:00";10,16;1,08;24,52
"14/03/2020 13:00:00";10,77;1,10;24,55
"14/03/2020 14:00:00";10,91;1,09;24,50
"14/03/2020 15:00:00";11,22;1,10;24,50
"14/03/2020 16:00:00";11,35;1,11;24,49
"14/03/2020 17:00:00";11,35;1,11;24,48
"14/03/2020 18:00:00";11,35;1,10;24,48
"14/03/2020 19:00:00";11,25;1,08;24,48
"14/03/2020 20:00:00";11,18;1,09;24,48
"14/03/2020 21:00:00";11,14;1,09;24,47
"14/03/2020 22:00:00";11,11;1,09;24,49
"14/03/2020 23:00:00";11,01;1,08;24,48
"15/03/2020 00:00:00";10,87;1,06;24,47
"15/03/2020 01:00:00";10,75;1,04;24,47
"15/03/2020 02:00:00";10,62;1,03;24,46
"15/03/2020 03:00:00";10,53;1,04;24,46
"15/03/2020 04:00:00";10,41;1,02;24,45
"15/03/2020 05:00:00";10,33;1,02;24,46
"15/03/2020 06:00:00";10,23;1,01;24,45
"15/03/2020 07:00:00";10,17;1,01;24,45
"15/03/2020 08:00:00";10,06;1,00;24,45
"15/03/2020 09:00:00";10,08;1,01;24,45
"15/03/2020 10:00:00";10,08;0,99;24,45
"15/03/2020 11:00:00";10,25;1,00;24,45
"15/03/2020 12:00:00";10,52;1,00;24,45
"15/03/2020 13:00:00";10,95;0,99;24,47
"15/03/2020 14:00:00";11,41;1,01;24,48
"15/03/2020 15:00:00";11,83;1,00;24,45
"15/03/2020 16:00:00";11,87;1,02;24,45
"15/03/2020 17:00:00";11,82;1,01;24,45
"15/03/2020 18:00:00";11,76;1,01;24,45
"15/03/2020 19:00:00";11,73;1,03;24,44
"15/03/2020 20:00:00";11,64;1,04;24,45
"15/03/2020 21:00:00";11,61;1,04;24,45
"15/03/2020 22:00:00";11,57;1,05;24,45
"15/03/2020 23:00:00";11,52;1,04;24,46
"16/03/2020 00:00:00";11,46;1,05;24,46
"16/03/2020 01:00:00";11,39;1,06;24,45
"16/03/2020 02:00:00";11,28;1,05;24,45
"16/03/2020 03:00:00";11,13;1,06;24,44
"16/03/2020 04:00:00";10,94;1,05;24,42
"16/03/2020 05:00:00";10,75;1,06;24,40
"16/03/2020 06:00:00";10,56;1,08;24,40
"16/03/2020 07:00:00";10,42;1,08;24,40
"16/03/2020 08:00:00";10,28;1,08;24,40
"16/03/2020 09:00:00";10,19;1,10;24,40
"16/03/2020 10:00:00";10,17;1,11;24,41
"16/03/2020 11:00:00";10,42;1,12;24,40
"16/03/2020 12:00:00";10,90;1,13;24,41
"16/03/2020 13:00:00";11,44;1,15;24,39
"16/03/2020 14:00:00";11,68;1,15;24,40
"16/03/2020 15:00:00";12,22;1,17;24,40
"16/03/2020 16:00:00";12,63;1,18;24,39
"16/03/2020 17:00:00";12,87;1,18;24,39
"16/03/2020 18:00:00";12,82;1,18;24,38
"16/03/2020 19:00:00";12,62;1,18;24,38
"16/03/2020 20:00:00";12,35;1,18;24,38
"16/03/2020 21:00:00";12,10;1,18;24,37
"16/03/2020 22:00:00";11,87;1,18;24,37
"16/03/2020 23:00:00";11,69;1,20;24,37
"17/03/2020 00:00:00";11,52;1,18;24,38
"17/03/2020 01:00:00";11,33;1,18;24,38
"17/03/2020 02:00:00";11,08;1,18;24,38
"17/03/2020 03:00:00";10,85;1,17;24,39
"17/03/2020 04:00:00";10,63;1,17;24,39
"17/03/2020 05:00:00";10,39;1,17;24,38
"17/03/2020 06:00:00";10,14;1,17;24,38
"17/03/2020 07:00:00";9,92;1,17;24,39
"17/03/2020 08:00:00";9,73;1,18;24,39
"17/03/2020 09:00:00";9,60;1,17;24,39
"17/03/2020 10:00:00";9,68;1,20;24,40
"17/03/2020 11:00:00";10,06;1,22;24,40
"17/03/2020 12:00:00";10,62;1,21;24,42
"17/03/2020 13:00:00";11,31;1,23;24,43
"17/03/2020 14:00:00";11,97;1,24;24,44
"17/03/2020 15:00:00";12,53;1,24;24,41
"17/03/2020 16:00:00";12,82;1,23;24,39
"17/03/2020 17:00:00";13,07;1,23;24,40
"17/03/2020 18:00:00";13,07;1,22;24,39
"17/03/2020 19:00:00";12,98;1,23;24,39
"17/03/2020 20:00:00";12,80;1,21;24,39
"17/03/2020 21:00:00";12,57;1,22;24,39
"17/03/2020 22:00:00";12,42;1,21;24,40
"17/03/2020 23:00:00";12,25;1,21;24,39
"18/03/2020 00:00:00";12,07;1,20;24,40
"18/03/2020 01:00:00";11,85;1,18;24,40
"18/03/2020 02:00:00";11,62;1,18;24,40
"18/03/2020 03:00:00";11,39;1,17;24,41
"18/03/2020 04:00:00";11,19;1,17;24,40
"18/03/2020 05:00:00";11,00;1,17;24,40
"18/03/2020 06:00:00";10,79;1,17;24,40
"18/03/2020 07:00:00";10,62;1,16;24,41
"18/03/2020 08:00:00";10,44;1,16;24,39
"18/03/2020 09:00:00";10,35;1,16;24,41
"18/03/2020 10:00:00";10,45;1,17;24,42
"18/03/2020 11:00:00";10,83;1,17;24,43
"18/03/2020 12:00:00";11,36;1,20;24,44
"18/03/2020 13:00:00";12,05;1,20;24,45
"18/03/2020 14:00:00";12,77;1,18;24,45
"18/03/2020 15:00:00";13,19;1,20;24,46
"18/03/2020 16:00:00";13,54;1,18;24,44
"18/03/2020 17:00:00";13,81;1,18;24,43
"18/03/2020 18:00:00";13,89;1,18;24,42
"18/03/2020 19:00:00";13,76;1,17;24,43
"18/03/2020 20:00:00";13,57;1,18;24,44
"18/03/2020 21:00:00";13,40;1,17;24,43
"18/03/2020 22:00:00";13,23;1,17;24,43
"18/03/2020 23:00:00";13,05;1,16;24,44
"19/03/2020 00:00:00";12,84;1,16;24,44
"19/03/2020 01:00:00";12,62;1,16;24,44
"19/03/2020 02:00:00";12,41;1,14;24,44
"19/03/2020 03:00:00";12,21;1,14;24,44
"19/03/2020 04:00:00";12,06;1,13;24,45
"19/03/2020 05:00:00";11,86;1,12;24,45
"19/03/2020 06:00:00";11,66;1,12;24,45
"19/03/2020 07:00:00";11,46;1,12;24,45
"19/03/2020 08:00:00";11,28;1,11;24,45
"19/03/2020 09:00:00";11,21;1,12;24,46
"19/03/2020 10:00:00";11,32;1,12;24,46
"19/03/2020 11:00:00";11,61;1,13;24,47
"19/03/2020 12:00:00";11,91;1,13;24,47
"19/03/2020 13:00:00";12,11;1,13;24,47
"19/03/2020 14:00:00";12,50;1,12;24,48
"19/03/2020 15:00:00";13,01;1,12;24,49
"19/03/2020 16:00:00";13,36;1,12;24,49
"19/03/2020 17:00:00";13,68;1,14;24,49
"19/03/2020 18:00:00";13,76;1,13;24,48
"19/03/2020 19:00:00";13,61;1,13;24,50
"19/03/2020 20:00:00";13,38;1,12;24,51
"19/03/2020 21:00:00";13,18;1,11;24,50
"19/03/2020 22:00:00";12,94;1,11;24,50
"19/03/2020 23:00:00";12,73;1,10;24,51
"20/03/2020 00:00:00";12,52;1,10;24,51
"20/03/2020 01:00:00";12,30;1,10;24,52
"20/03/2020 02:00:00";12,13;1,09;24,52
"20/03/2020 03:00:00";11,99;1,10;24,53
"20/03/2020 04:00:00";11,87;1,09;24,52
"20/03/2020 05:00:00";11,77;1,08;24,53
"20/03/2020 06:00:00";11,60;1,09;24,51
"20/03/2020 07:00:00";11,48;1,09;24,50
"20/03/2020 08:00:00";11,35;1,09;24,51
"20/03/2020 09:00:00";11,26;1,09;24,51
"20/03/2020 10:00:00";11,22;1,10;24,51
"20/03/2020 11:00:00";11,36;1,10;24,52
"20/03/2020 12:00:00";11,57;1,10;24,52
"20/03/2020 13:00:00";11,77;1,09;24,52
"20/03/2020 14:00:00";12,14;1,09;24,54
"20/03/2020 15:00:00";12,46;1,11;24,53
"20/03/2020 16:00:00";12,52;1,11;24,53
"20/03/2020 17:00:00";12,39;1,10;24,54
"20/03/2020 18:00:00";12,17;1,08;24,54
"20/03/2020 19:00:00";11,90;1,10;24,56
"20/03/2020 20:00:00";11,61;1,09;24,55
"20/03/2020 21:00:00";11,34;1,09;24,56
"20/03/2020 22:00:00";11,08;1,09;24,58
"20/03/2020 23:00:00";10,84;1,09;24,59
"21/03/2020 00:00:00";10,64;1,08;24,59
"21/03/2020 01:00:00";10,45;1,08;24,58
"21/03/2020 02:00:00";10,30;1,06;24,59
"21/03/2020 03:00:00";10,10;1,04;24,60
"21/03/2020 04:00:00";9,88;1,03;24,59
"21/03/2020 05:00:00";9,64;1,04;24,61
"21/03/2020 06:00:00";9,49;1,03;24,61
"21/03/2020 07:00:00";9,32;1,03;24,61
"21/03/2020 08:00:00";9,15;1,04;24,62
"21/03/2020 09:00:00";9,11;1,04;24,62
"21/03/2020 10:00:00";9,17;1,04;24,62
"21/03/2020 11:00:00";9,26;1,03;24,64
